query	anton_grade	gpt4v_naive_grade	human_0_grade	human_1_grade	article_id
sweatpants	2	2	2	2	679948010
sweatpants	1	2	2	2	594177002
sweatpants	2	2	2	2	364297030
sweatrs	2	1	2	2	764758003
sweatrs	2	1	2	2	677930006
sweatrs	2	1	2	2	846442003
sweatrs	2	1	2	2	610354004
sweatrs	0	0	2	0	601350003
sweatrs	2	1	2	2	926266001
sweatrs	2	1	2	2	677930064
sweatrs	2	1	2	2	870518010
sweatrs	2	1	2	2	870518003
sweatrs	2	1	2	2	610981001
swimweat	2	0	2	2	797234001
swimweat	2	1	2	2	743449003
swimweat	2	0	2	2	759796001
swimweat	2	0	2	2	743449001
swimweat	2	0	2	2	546896001
swimweat	2	0	2	2	743449002
swimweat	2	0	2	2	562814002
swimweat	2	0	2	2	833504001
swimweat	2	0	2	2	837007004
swimweat	2	1	2	2	819939001
transparent iphone case	2	2	2	2	647504001
transparent iphone case	2	2	2	2	647504002
transparent iphone case	0	0	2	2	615749001
transparent iphone case	2	2	2	2	391598044
transparent iphone case	2	2	2	1	391598046
transparent iphone case	2	2	2	2	391598059
transparent iphone case	2	2	2	2	377436002
transparent iphone case	2	2	2	2	356438015
transparent iphone case	1	1	0	2	873045002
transparent iphone case	0	0	2	2	717010001
v-neck white tee	2	2	2	2	639558001
v-neck white tee	2	2	2	2	783926001
v-neck white tee	2	2	2	2	760223003
v-neck white tee	2	2	2	2	595508002
v-neck white tee	1	1	2	0	773264001
v-neck white tee	0	1	0	0	767869002
v-neck white tee	1	1	2	0	773816001
v-neck white tee	2	2	1	1	657856004
v-neck white tee	2	2	2	2	569998002
v-neck white tee	2	2	2	1	569999010
ventillating jacket	0	0	0	0	749651001
ventillating jacket	2	1	1	0	500364001
ventillating jacket	0	0	0	0	703296001
ventillating jacket	0	0	0	0	656852001
ventillating jacket	1	1	1	0	500364003
ventillating jacket	0	0	0	0	721269013
ventillating jacket	0	0	0	0	785456003
ventillating jacket	0	0	0	0	634727002
ventillating jacket	0	0	0	0	785456001
ventillating jacket	0	0	0	0	703296005
womem dresses	2	2	2	2	866603004
womem dresses	2	2	2	2	744203001
womem dresses	2	2	2	2	713937002
womem dresses	2	2	2	2	866603001
womem dresses	2	2	1	2	719308002
womem dresses	2	2	2	2	750232003
womem dresses	2	2	1	2	656376001
womem dresses	2	2	2	2	710108003
womem dresses	2	2	1	2	656376002
womem dresses	2	2	2	2	879702001
workout leggings	1	1	1	0	413707020
workout leggings	1	1	1	0	413707023
workout leggings	1	1	1	0	413707019
workout leggings	1	1	1	0	413707031
workout leggings	1	1	1	0	413707001
workout leggings	1	1	1	0	816914001
workout leggings	0	1	2	0	714232002
workout leggings	1	1	2	0	717063004
workout leggings	0	1	1	0	623980019
workout leggings	0	0	1	0	812376001
yellowish brown sweater	2	2	2	2	709541005
yellowish brown sweater	2	2	2	2	586503005
yellowish brown sweater	2	2	2	1	498029006
yellowish brown sweater	2	2	0	0	773015001
yellowish brown sweater	2	2	2	1	708740017
yellowish brown sweater	2	2	2	2	609146009
yellowish brown sweater	2	2	2	2	552743033
yellowish brown sweater	2	2	2	1	760250005
yellowish brown sweater	2	2	2	2	637346003
yellowish brown sweater	2	2	1	0	777100001
10p terry without clip	2	2	2	2	523488001
10p terry without clip	0	1	0	0	693682001
10p terry without clip	0	0	0	0	809075001
a cover to protect my iphone	2	2	2	2	678571005
a cover to protect my iphone	2	2	2	2	678571001
a cover to protect my iphone	2	2	2	2	391598046
a cover to protect my iphone	2	2	2	2	678571004
a cover to protect my iphone	2	2	2	2	391598044
a cover to protect my iphone	2	2	2	2	687407001
a cover to protect my iphone	2	2	2	2	678571003
a cover to protect my iphone	2	2	2	2	798891004
a cover to protect my iphone	2	2	2	2	678571002
airpod case	2	2	2	1	925139003
airpod case	2	2	2	2	916926002
alice bandeau 2-p	2	2	2	2	114428026
alice bandeau 2-p	2	2	2	2	114428030
alice bandeau 2-p	2	2	2	2	868258001
alice bandeau 2-p	2	2	2	2	490436001
alice bandeau 2-p	1	2	2	0	626148002
alice bandeau 2-p	1	1	1	0	747986004
alice bandeau 2-p	1	1	1	0	747986001
alice bandeau 2-p	1	2	1	0	894775001
alice bandeau 2-p	1	1	0	0	763057002
backpacka	2	2	2	2	837305001
backpacka	2	2	2	2	736631005
backpacka	2	2	2	2	779979002
backpacka	2	2	2	2	779979003
backpacka	2	2	2	2	779979004
backpacka	2	2	2	2	779979001
backpacka	2	2	2	2	799690002
backpacka	2	2	2	2	650458003
backpacka	2	2	2	2	808254001
backpacka	2	2	2	2	650458005
bedspread for pet hair	0	0	0	0	833983002
bedspread for pet hair	0	0	0	0	819205001
bedspread for pet hair	0	0	0	0	936776001
bedspread for pet hair	0	0	0	0	604315001
bedspread for pet hair	0	0	0	0	934312001
belt for denim skirt	1	1	2	0	849117001
belt for denim skirt	0	0	0	0	668041001
belt for denim skirt	0	2	2	0	837874001
belt for denim skirt	1	2	2	0	852181002
belt for denim skirt	0	0	2	0	554640012
belt for denim skirt	0	0	0	0	579837002
bermudas	2	2	2	2	881375001
bermudas	2	2	2	2	663282001
bermudas	2	2	2	2	663282002
bermudas	2	2	2	2	663282007
bermudas	2	2	2	2	873465004
bermudas	2	2	2	2	663282003
bermudas	2	2	2	2	873465002
bermudas	2	2	2	2	584393002
bermudas	2	2	2	2	663282006
bermudas	2	2	2	2	873465001
birthday tulle	2	2	2	2	551649002
birthday tulle	2	2	2	2	901966001
birthday tulle	2	2	2	2	901312001
birthday tulle	2	2	2	2	547087001
birthday tulle	2	2	2	2	660994003
birthday tulle	2	2	2	2	901319001
birthday tulle	2	2	2	2	850800002
birthday tulle	2	2	2	2	660994002
birthday tulle	2	2	2	2	520567001
birthday tulle	2	2	2	2	801960004
black striped dress	2	1	1	2	860882001
black striped dress	2	2	2	2	906393001
black striped dress	2	2	2	2	710729008
black striped dress	2	2	2	2	714431001
black striped dress	2	2	2	2	535384006
black striped dress	2	2	2	2	687424007
black striped dress	2	2	2	2	736569002
black striped dress	2	2	2	2	612935009
black striped dress	2	2	2	2	897693003
black striped dress	2	2	2	2	374762021
blazers	2	2	2	2	906741002
blazers	2	2	2	2	732597001
blazers	2	2	2	2	709407001
blazers	2	2	2	2	558235001
blazers	2	2	2	2	749815001
blazers	2	2	2	2	644253006
blazers	2	2	2	2	748662002
blazers	2	2	2	2	607288001
blazers	2	2	2	2	771881001
blue skinny jeans	2	2	2	2	399136060
blue skinny jeans	2	2	2	2	554450047
blue skinny jeans	2	2	2	2	399136004
blue skinny jeans	2	2	2	2	430694023
blue skinny jeans	2	2	2	2	399136027
blue skinny jeans	2	2	2	2	399201024
blue skinny jeans	2	2	2	2	430694018
blue skinny jeans	2	2	2	2	305305010
blue skinny jeans	2	2	2	2	399256018
blue skinny jeans	2	2	2	2	399087017
bo	2	2	2	2	796458002
bo	2	2	2	2	796458001
bo	2	2	2	2	740851003
bo	2	2	2	2	740851001
boho chic skirt	2	2	2	2	870971001
boho chic skirt	1	1	2	2	721545001
boho chic skirt	2	1	0	0	509688001
boho chic skirt	1	1	2	1	904820004
boho chic skirt	2	1	2	2	778075001
boho chic skirt	0	0	0	0	691809003
boho chic skirt	1	1	2	0	758611002
boho chic skirt	0	1	2	2	760667004
boho chic skirt	1	1	2	2	723670001
boho chic skirt	0	0	0	0	577396001
brandon denim cropped	1	1	1	0	853735001
brandon denim cropped	0	1	0	0	607310005
brandon denim cropped	1	1	0	0	748354001
brandon denim cropped	0	1	0	0	607310002
brandon denim cropped	0	1	0	0	687704001
brandon denim cropped	1	1	0	0	748354002
brandon denim cropped	0	0	0	0	825109001
brandon denim cropped	0	1	0	0	677999005
checket jacket	2	2	2	2	645595001
checket jacket	2	2	2	2	787160001
checket jacket	2	2	1	0	684080002
checket jacket	2	2	1	0	611400001
checket jacket	2	2	2	2	770179001
checket jacket	1	1	1	0	765907007
checket jacket	2	2	2	2	675271002
checket jacket	1	1	1	0	765907005
checket jacket	2	2	2	0	922256001
chelsea	2	2	2	2	181160009
chelsea	1	2	2	2	909320001
chelsea	2	2	2	2	905889002
chelsea	2	2	2	2	905889001
chelsea	2	2	2	2	927172004
chelsea	2	2	2	2	772232001
chelsea	2	2	2	2	690545002
chelsea	2	2	2	2	905091001
chelsea	1	2	2	2	663378002
chelsea	1	2	2	2	903727001
complete darkness curtains	0	0	0	0	383569008
complete darkness curtains	0	0	0	0	559851002
complete darkness curtains	0	0	0	0	504357001
complete darkness curtains	0	0	0	0	619241001
cool olja round	0	0	0	0	598755021
cool olja round	1	1	0	0	746344002
cool olja round	1	0	0	0	746562001
cool olja round	1	1	0	0	886787002
cool olja round	1	0	0	0	746562002
cool olja round	1	1	0	0	874913001
cool olja round	0	0	0	0	598755030
cool olja round	1	0	0	0	723393001
cropped leather jacket	0	0	0	0	909072001
cropped leather jacket	0	1	0	0	653551001
cropped leather jacket	1	1	1	0	904167001
cropped leather jacket	1	1	1	0	787148001
cropped leather jacket	1	1	1	0	815851001
cropped leather jacket	1	1	1	0	798250001
cropped leather jacket	1	1	1	0	696687001
cropped leather jacket	1	1	1	0	698776002
dark beige trousers	2	2	1	0	816911002
dark beige trousers	2	2	1	2	491912037
dark beige trousers	2	2	1	2	734729001
dark beige trousers	2	2	2	2	766402022
dark beige trousers	2	2	2	2	800529001
dark beige trousers	2	2	1	0	719530007
dark beige trousers	2	2	1	0	760084006
dark beige trousers	2	2	1	1	895610001
dark beige trousers	2	2	1	1	827687003
dark ping t-shirt	0	1	0	0	567413013
dark ping t-shirt	0	0	0	0	649082001
dark ping t-shirt	0	0	0	0	573237002
dark ping t-shirt	0	1	0	0	591466004
dark ping t-shirt	0	0	0	0	561797002
dark ping t-shirt	0	0	0	0	513701003
dark ping t-shirt	0	0	0	0	653706043
dark ping t-shirt	0	0	0	0	804610002
dark zipped hoodie	2	2	2	2	669091001
dark zipped hoodie	2	2	2	2	919786001
dark zipped hoodie	2	2	2	2	669091028
dark zipped hoodie	2	2	2	2	852614001
dark zipped hoodie	2	2	2	2	745038001
dark zipped hoodie	2	2	2	2	789245001
dark zipped hoodie	1	1	1	2	702793001
dark zipped hoodie	2	2	1	0	682843001
dark zipped hoodie	2	2	2	2	601876005
divided blue denim jacket	2	2	2	2	763544004
divided blue denim jacket	2	2	2	2	607299001
divided blue denim jacket	2	2	2	2	699620002
divided blue denim jacket	2	2	2	2	681686002
divided blue denim jacket	2	2	2	2	909742001
divided blue denim jacket	2	2	2	2	582077005
divided blue denim jacket	2	2	2	2	484205017
down coat	2	2	2	2	649414001
down coat	1	2	2	0	896683001
down coat	1	2	2	0	670297001
down coat	0	1	1	0	563189004
down coat	0	1	1	0	563189009
down coat	0	1	0	0	642240001
down coat	1	1	1	0	563189006
down coat	0	2	1	0	778645007
down coat	0	1	0	0	505429003
down coat	1	1	1	0	787144002
earing	2	1	2	2	933410001
earing	2	2	2	2	648904001
earing	2	2	2	2	730290001
earing	2	1	2	2	752035001
earing	2	2	2	2	726122002
earing	2	1	2	2	764705001
earing	2	1	2	2	776047001
earing	2	2	2	2	632101001
earing	2	1	2	2	736017001
earing	2	1	2	2	707593001
earring	2	2	2	2	928805001
earring	2	2	2	2	933410001
earring	2	2	2	2	648904001
earring	2	2	2	2	811585002
earring	2	2	2	2	721155001
earring	2	2	2	2	608928002
earring	2	2	2	2	705423001
earring	2	2	2	2	752035001
earring	2	2	2	2	818138001
earring	2	2	2	2	786359001
fall outfits	1	1	2	1	814695003
fall outfits	1	1	2	2	843457004
flanel	2	1	2	2	505082005
flanel	2	2	2	2	692992002
flanel	2	1	2	2	625818001
flanel	2	2	2	2	799200001
flanel	2	2	2	2	203595048
flanel	2	2	2	2	203595040
flanel	2	2	2	2	203595036
flanel	2	2	2	2	203595034
flanel	2	2	2	2	203595058
flanel	2	2	2	2	693671001
fleece crew neck long-sleeve t-shirt	0	1	0	0	550445002
fleece crew neck long-sleeve t-shirt	0	0	0	0	233672016
fleece crew neck long-sleeve t-shirt	1	1	0	0	550445003
fleece crew neck long-sleeve t-shirt	0	0	0	0	515267004
fleece crew neck long-sleeve t-shirt	1	0	0	0	917294003
fleece crew neck long-sleeve t-shirt	0	1	0	0	611600002
fleece crew neck long-sleeve t-shirt	0	1	0	0	611600001
fleece crew neck long-sleeve t-shirt	1	0	0	0	611600003
fleece crew neck long-sleeve t-shirt	0	0	0	0	585503002
fleece crew neck long-sleeve t-shirt	0	0	0	0	917296002
glittering polo shirt	0	0	0	0	573285006
glittering polo shirt	0	0	0	0	658329027
glittering polo shirt	0	0	0	0	671599011
glittering polo shirt	0	0	0	0	863753004
glittering polo shirt	0	0	0	0	570004017
glittering polo shirt	0	0	0	0	570004046
glittering polo shirt	0	0	0	0	570004111
glittering polo shirt	0	0	0	0	927953001
glittering polo shirt	0	0	0	0	570004078
glittering polo shirt	0	0	0	0	570004124
h&m kids unicorn printed t-shirt	0	1	2	2	870526001
h&m kids unicorn printed t-shirt	1	1	2	2	877122001
h&m kids unicorn printed t-shirt	0	0	2	2	720491004
h&m kids unicorn printed t-shirt	1	1	2	2	720491002
h&m kids unicorn printed t-shirt	1	1	2	2	659113001
h&m kids unicorn printed t-shirt	0	1	2	2	806186001
h&m kids unicorn printed t-shirt	0	1	2	2	796586003
h&m kids unicorn printed t-shirt	0	1	2	2	870525002
h&m kids unicorn printed t-shirt	0	1	0	0	749313001
h&m kids unicorn printed t-shirt	0	0	0	0	840594006
halloween costume	1	2	1	2	592826001
halloween costume	2	2	2	2	525658001
halloween costume	2	2	2	2	792340001
halloween costume	2	2	2	0	525656004
halloween costume	2	2	2	2	519219005
halloween costume	2	2	2	2	810997001
halloween costume	2	2	2	2	540998029
home kids	1	0	0	0	502223007
home kids	1	1	0	0	544290022
homw decor	0	0	0	0	868104001
homw decor	0	0	0	0	312543001
jackets	2	2	1	0	505429003
jackets	2	2	1	0	565801006
jackets	2	2	1	2	557216001
jackets	2	2	2	2	505417002
jackets	2	2	2	0	544415001
jackets	2	2	1	2	689594001
jackets	2	2	2	2	555649001
kids chelsea boots	2	2	2	2	759314003
kids chelsea boots	2	2	2	2	887561002
kids chelsea boots	2	2	2	2	659925001
kids chelsea boots	2	2	2	2	759409001
kids chelsea boots	2	2	2	2	665500002
kids chelsea boots	1	0	1	2	658495003
kids chelsea boots	2	2	2	2	665500001
kids chelsea boots	2	2	2	2	752257001
kids chelsea boots	2	2	2	2	765732002
kids' sandals	2	2	2	2	641742001
kids' sandals	2	2	2	2	593426002
kids' sandals	2	2	2	2	607940001
kids' sandals	2	2	2	2	721015001
kids' sandals	2	2	2	2	806401004
kids' sandals	2	2	2	2	839080002
kids' sandals	2	2	2	2	610611012
kids' sandals	2	2	2	2	885057001
kids' sandals	2	2	2	2	694915005
kids' sandals	2	2	2	2	885057002
laptop sleeve	1	2	1	0	650458005
laptop sleeve	1	2	1	0	650458003
laptop sleeve	1	2	1	0	723691002
laptop sleeve	1	2	1	0	723691001
laptop sleeve	2	2	2	1	659208003
laptop sleeve	1	2	1	0	650628001
laptop sleeve	1	2	1	0	650458004
laptop sleeve	1	2	1	0	808254001
light grey cap	2	2	2	1	785796002
light grey cap	2	2	2	2	726393005
light grey cap	2	2	2	1	850261011
light grey cap	2	2	2	2	818737001
light grey cap	2	2	2	2	798577001
light grey cap	2	2	2	2	724154003
light grey cap	2	2	2	2	723570001
linen trousers	2	2	2	2	601784003
linen trousers	2	2	2	2	588389001
linen trousers	2	2	2	2	620231001
linen trousers	2	2	2	2	836212001
linen trousers	2	2	2	2	810743002
linen trousers	2	2	2	2	466599002
linen trousers	2	2	2	2	871908002
linen trousers	2	2	2	2	706629001
linen trousers	2	2	2	2	793779001
linen trousers	2	0	2	2	778143001
liner for trench coat	0	0	2	0	611641002
liner for trench coat	0	0	2	0	771368002
liner for trench coat	0	0	2	0	611641001
liner for trench coat	0	0	0	0	716519001
liner for trench coat	0	0	0	0	849632001
liner for trench coat	0	0	0	0	833983002
liner for trench coat	0	0	0	0	725802001
liner for trench coat	0	0	0	0	762158003
liner for trench coat	0	0	0	0	642667001
liner for trench coat	0	1	0	0	725802005
logg men's striped shirt	1	1	0	0	573875001
logg men's striped shirt	1	1	0	0	563919001
logg men's striped shirt	1	1	0	0	551989027
logg men's striped shirt	1	1	0	0	619552005
logg men's striped shirt	1	2	0	0	619552001
malaga	2	2	2	2	561548044
malaga	2	2	2	2	561548041
malaga	2	2	2	2	561548035
malaga	2	2	2	2	561548042
malaga	2	2	2	2	561548014
malaga	2	2	2	2	561548003
malaga	2	2	2	2	561548009
malaga	2	2	2	2	561548002
malaga	2	2	2	2	840720004
melange sweater	2	2	2	2	600297002
melange sweater	2	2	2	2	571631001
melange sweater	2	2	2	2	632803026
melange sweater	2	2	2	2	548388015
melange sweater	2	2	2	2	519863006
melange sweater	2	2	2	2	532800003
melange sweater	2	2	2	2	501820027
melange sweater	2	2	2	2	587026001
melange sweater	2	2	2	2	548926003
melange sweater	2	2	2	2	519749002
men's chinos	2	2	2	2	631774002
men's chinos	2	2	2	2	631774003
men's chinos	2	2	2	2	631774001
men's chinos	2	2	2	2	744306004
men's chinos	2	2	2	2	744306008
men's chinos	2	2	2	2	744306009
men's chinos	2	2	2	2	744306007
men's chinos	2	2	2	2	466595003
men's chinos	2	2	2	2	491913014
metallic purple sunglasses	2	1	2	2	499807005
metallic purple sunglasses	1	0	1	0	357792008
metallic purple sunglasses	0	0	1	1	910153001
metallic purple sunglasses	0	0	1	2	369796023
metallic purple sunglasses	0	0	0	0	406724007
metallic purple sunglasses	0	0	0	0	756776002
metallic purple sunglasses	0	0	0	0	723488001
metallic purple sunglasses	0	2	1	0	620319010
microtights 2pk	2	2	2	2	293244002
microtights 2pk	2	2	2	2	293244003
microtights 2pk	2	2	2	2	293244001
microtights 2pk	2	1	2	2	287645023
microtights 2pk	1	2	0	0	228257003
microtights two pack	2	2	2	2	293244001
microtights two pack	2	2	2	2	287645022
microtights two pack	2	1	2	2	287645023
microtights two pack	1	1	0	0	291333015
microtights two pack	1	1	0	0	293433050
music t-shirt	0	1	0	0	625877004
music t-shirt	1	1	0	0	690263001
music t-shirt	0	1	0	0	480304005
music t-shirt	0	1	0	0	649440003
music t-shirt	1	1	0	0	526708009
music t-shirt	1	1	0	0	683356005
music t-shirt	1	1	0	0	649440002
music t-shirt	0	1	0	0	655826006
music t-shirt	1	1	0	0	684021038
music t-shirt	0	1	0	0	611547004
office clothes	2	2	2	2	563172001
office clothes	2	2	2	2	544010002
office clothes	2	2	2	2	612664001
office clothes	2	2	2	2	543689001
office clothes	2	2	2	2	578487011
office clothes	2	2	2	2	578487015
office clothes	2	2	2	2	543689004
office clothes	2	2	2	2	543689003
office clothes	2	2	2	2	662075004
office clothes	2	1	2	2	708067005
pants for working	2	1	2	2	626476001
pants for working	2	1	2	2	631774001
pants for working	2	1	2	2	535401001
pants for working	2	1	2	2	452516005
pants for working	2	1	2	2	739239004
pants for working	2	2	2	2	749159002
pants for working	2	1	2	2	725327003
pants for working	1	1	2	2	724821005
pants for working	2	2	2	2	588423004
pants for working	2	2	2	2	779781007
pelle basic s/s jersey polo sb	2	2	2	2	265069021
pelle basic s/s jersey polo sb	2	2	2	2	718081016
pelle basic s/s jersey polo sb	2	2	2	2	718081006
pelle basic s/s jersey polo sb	2	0	2	2	718081020
pillow cover for 50x50 cm cushion	0	0	0	0	878359002
pillow cover for 50x50 cm cushion	0	0	0	0	878359001
pillow cover for 50x50 cm cushion	0	0	0	0	625882003
pillow cover for 50x50 cm cushion	0	0	0	0	530165001
pillow cover for 50x50 cm cushion	0	0	0	0	852959001
plus sizes	0	1	0	0	601743001
plus sizes	1	1	0	0	653114002
protect phone from breaking	2	1	2	2	915101002
protect phone from breaking	2	1	2	2	855507001
protect phone from breaking	2	1	2	2	656977001
protect phone from breaking	2	1	2	2	618264001
protect phone from breaking	2	1	2	2	664891001
protect phone from breaking	2	1	2	2	704148003
protect phone from breaking	1	1	1	2	645942001
protect phone from breaking	2	1	2	2	568594001
protect phone from breaking	2	1	2	2	704148008
pure cotton dressing gown	2	2	2	1	674033001
pure cotton dressing gown	2	0	2	1	873954001
pure cotton dressing gown	0	0	1	0	770345002
pure cotton dressing gown	1	0	1	0	770345004
pure cotton dressing gown	0	0	0	0	865706001
pure cotton dressing gown	0	0	0	0	756318002
pure cotton dressing gown	0	0	0	0	309434014
pure cotton dressing gown	0	0	0	0	474138009
pure cotton dressing gown	0	0	0	0	699955001
ruffled sleeve blouse	2	2	2	2	500399001
ruffled sleeve blouse	2	1	2	2	500399003
ruffled sleeve blouse	1	1	2	2	486755001
ruffled sleeve blouse	2	2	1	2	664949001
ruffled sleeve blouse	2	1	2	2	782109001
ruffled sleeve blouse	1	1	0	2	861765001
ruffled sleeve blouse	2	2	2	2	519818001
ruffled sleeve blouse	2	2	2	2	912117002
ruffled sleeve blouse	2	1	2	2	912117003
ruffled sleeve blouse	2	2	1	2	872378002
sandra	2	2	2	2	519863002
sandra	2	2	2	2	519863007
sandra	2	2	2	2	519863009
sandra	2	2	2	2	518158002
sandra	2	2	2	2	519863006
sandra	2	2	2	2	823827002
sandra	2	1	2	2	866785001
sensuous tones underwear	1	1	2	2	465655017
sensuous tones underwear	2	1	2	2	735607003
sensuous tones underwear	1	1	2	2	464927027
sensuous tones underwear	1	1	2	2	464927020
sensuous tones underwear	1	1	2	2	735607005
sensuous tones underwear	2	1	2	2	463970040
sensuous tones underwear	2	1	2	2	674651005
sensuous tones underwear	1	1	2	2	694344003
sensuous tones underwear	1	1	2	2	648449002
sensuous tones underwear	2	2	2	2	693547002
shades	2	2	2	2	501784001
shades	2	2	2	2	900855002
shades	2	2	2	2	900855004
shades	2	2	2	2	900854002
shades	2	2	2	2	900855003
shades	2	2	2	2	900854003
shades	2	2	2	2	900855001
shades	2	2	2	2	900857004
shades	2	2	2	2	900854004
shades	2	2	2	2	900857002
shorts for biking	2	2	2	2	889083001
shorts for biking	2	2	2	2	853916001
shorts for biking	2	1	2	2	823588002
shorts for biking	2	2	0	2	556144001
shorts for biking	2	2	2	2	873103001
slim fit stretch chinos	2	2	2	2	744306005
slim fit stretch chinos	2	2	2	2	744306006
slim fit stretch chinos	2	2	2	2	744306003
slim fit stretch chinos	2	2	2	2	744306002
slim fit stretch chinos	2	2	2	2	744306019
slim fit stretch chinos	2	2	2	2	466595003
socks	2	2	2	2	807241056
socks	2	2	2	2	807241034
socks	2	2	2	2	807241012
socks	2	2	2	2	869198003
socks	2	2	2	2	807241039
socks	2	2	2	2	807241007
socks	2	2	2	2	807241069
socks	2	2	2	2	807241050
socks	2	2	2	2	877961011
solid jacket	2	2	2	2	602673022
solid jacket	2	2	2	2	602673012
solid jacket	2	2	2	2	566540002
solid jacket	2	2	2	2	501915001
solid jacket	2	2	2	2	859708001
solid jacket	2	2	2	2	808349002
solid jacket	2	2	2	2	684326001
solid jacket	2	2	2	2	467191004
solid jacket	2	2	2	2	808349001
sports utility wear	2	2	2	2	827234001
sports utility wear	2	2	2	2	740412005
sports utility wear	2	2	2	2	651025001
sports utility wear	2	2	2	2	581150003
sports utility wear	2	2	2	2	651034002
sports utility wear	2	2	2	2	669993016
sports utility wear	2	2	2	2	807362003
sports utility wear	2	2	2	2	638899002
sports utility wear	2	2	2	2	552538001
sports utility wear	2	2	2	2	552538002
sweat pants	2	2	2	2	763988013
sweat pants	2	2	2	2	763988004
sweat pants	2	2	2	2	763988003
sweat pants	1	2	2	2	874390005
sweat pants	2	2	2	2	932722002
sweat pants	2	2	2	2	874390010
sweat pants	2	2	2	2	932722001
sweat pants	2	2	2	2	874390002
sweat pants	2	2	2	2	678345001
sweat pants	2	2	2	2	874390008
sweatpants	2	2	2	2	543133002
sweatpants	2	2	2	2	763988013
sweatpants	2	2	2	2	763988004
sweatpants	2	2	2	2	763988003
sweatpants	2	2	2	2	874390005
sweatpants	2	2	2	2	874390010
sweatpants	2	2	2	2	874390002
sweatpants	2	2	2	2	874390008
sweatpants	2	2	2	2	874390011
sweatpants	2	1	2	2	874390004
sweatrs	2	1	2	2	573560001
sweatrs	2	1	2	2	519749008
sweatrs	2	1	2	2	592172005
sweatrs	2	1	2	2	592172002
sweatrs	2	1	2	2	592172006
sweatrs	2	1	2	2	590916003
sweatrs	2	1	2	2	786304008
sweatrs	2	1	2	2	605053002
sweatrs	2	1	2	2	555627001
sweatrs	2	0	2	2	356004013
swimweat	2	1	2	2	695043001
swimweat	2	1	2	2	616097004
swimweat	2	0	2	2	188183015
swimweat	2	0	2	2	188183010
swimweat	2	0	2	2	811899002
swimweat	2	1	2	2	806534002
swimweat	2	2	2	2	586014001
swimweat	2	0	2	2	649665001
swimweat	2	0	2	2	866251001
swimweat	2	2	2	2	629614001
transparent iphone case	0	0	2	2	391598062
transparent iphone case	0	2	2	2	391598061
transparent iphone case	2	2	2	2	377436014
transparent iphone case	2	1	2	2	377436011
v-neck white tee	0	1	1	0	816953002
v-neck white tee	1	1	1	0	751591002
v-neck white tee	1	1	1	0	637911006
v-neck white tee	2	2	1	0	770315006
v-neck white tee	2	1	2	2	476583002
v-neck white tee	1	0	1	0	871690007
v-neck white tee	0	0	1	0	751587001
v-neck white tee	0	1	1	0	639573004
v-neck white tee	1	1	1	0	621989001
v-neck white tee	1	0	1	0	626813009
ventillating jacket	0	0	0	0	566540001
ventillating jacket	0	0	0	0	566540002
ventillating jacket	0	1	0	0	497637002
ventillating jacket	0	2	2	2	803452001
ventillating jacket	2	0	2	2	498619002
ventillating jacket	0	1	0	0	497637012
ventillating jacket	2	0	0	0	661658001
ventillating jacket	0	1	0	0	467191004
ventillating jacket	1	0	0	0	747246002
ventillating jacket	0	2	0	0	665840001
womem dresses	2	2	2	2	779844001
womem dresses	2	2	1	2	782566001
womem dresses	2	2	1	2	782566002
womem dresses	2	2	2	2	647977001
womem dresses	2	2	2	2	752486006
womem dresses	2	2	2	2	670396001
womem dresses	2	1	2	2	744324001
womem dresses	2	2	1	2	664076003
womem dresses	2	2	1	2	648935001
womem dresses	2	2	2	2	615804006
workout leggings	2	2	2	2	850828001
workout leggings	2	2	2	2	630116003
workout leggings	2	2	2	2	580840001
workout leggings	2	2	2	2	622619002
workout leggings	2	2	2	2	484398023
workout leggings	2	2	2	2	630116011
workout leggings	2	2	2	2	572955006
workout leggings	2	2	2	2	484398077
workout leggings	2	2	2	2	630116014
workout leggings	2	2	2	2	484398062
yellowish brown sweater	2	1	2	2	529858002
yellowish brown sweater	2	2	2	2	686466005
yellowish brown sweater	2	2	2	2	763280003
yellowish brown sweater	2	1	2	0	572810001
yellowish brown sweater	2	2	2	2	732222002
yellowish brown sweater	2	2	2	2	765362009
yellowish brown sweater	2	2	2	2	777143003
yellowish brown sweater	2	1	2	2	738943005
yellowish brown sweater	2	-1	2	2	782479007
belt for denim skirt	0	0	0	0	712659001
belt for denim skirt	0	0	0	0	903992003
belt for denim skirt	0	0	0	0	875841001
belt for denim skirt	0	1	2	0	609907001
belt for denim skirt	0	0	0	0	740895001
belt for denim skirt	0	0	0	0	579837001
belt for denim skirt	0	0	0	0	658304001
birthday tulle	2	1	2	2	908380001
birthday tulle	2	2	2	2	860884001
birthday tulle	2	2	2	2	860898002
birthday tulle	2	2	2	2	871065001
birthday tulle	2	2	2	2	596793001
birthday tulle	2	2	2	2	856119003
black striped dress	2	2	2	2	619192001
black striped dress	2	2	2	2	709987002
black striped dress	2	2	2	2	762637001
black striped dress	2	2	2	2	890453001
boho chic skirt	1	1	2	2	626407003
boho chic skirt	1	0	2	2	586108002
boho chic skirt	2	1	2	2	880724005
boho chic skirt	1	1	2	2	880724002
boho chic skirt	0	0	0	0	734444001
cool olja round	0	1	0	0	623350001
cool olja round	1	1	1	1	220365002
cool olja round	1	1	0	0	386463006
